Editorial;Genero;Plataforma;Nombre;Plataforma;Region;Ano;Venta Millones
Activision;Action;X360;Bakugan Battle Brawlers: Defenders of the Core;X360;Europa;2010;0.02
Activision;Action;X360;Bakugan Battle Brawlers: Defenders of the Core;X360;Japon;2010;0
Activision;Action;X360;Bakugan Battle Brawlers: Defenders of the Core;X360;Norte America;2010;0.11
Activision;Action;X360;Bakugan Battle Brawlers: Defenders of the Core;X360;Otros;2010;0.01
Activision;Action;DS;Bakugan: Battle Brawlers;DS;Europa;2009;0.02
Activision;Action;DS;Bakugan: Battle Brawlers;DS;Japon;2009;0
Activision;Action;DS;Bakugan: Battle Brawlers;DS;Norte America;2009;1.27
Activision;Action;DS;Bakugan: Battle Brawlers;DS;Otros;2009;0.09
Activision;Action;PS2;Bakugan: Battle Brawlers;PS2;Europa;2009;0.16
Activision;Action;PS2;Bakugan: Battle Brawlers;PS2;Japon;2009;0
Activision;Action;PS2;Bakugan: Battle Brawlers;PS2;Norte America;2009;0.21
Activision;Action;PS2;Bakugan: Battle Brawlers;PS2;Otros;2009;0.05
Activision;Action;PS3;Bakugan: Battle Brawlers;PS3;Europa;2009;0.03
Activision;Action;PS3;Bakugan: Battle Brawlers;PS3;Japon;2009;0
Activision;Action;PS3;Bakugan: Battle Brawlers;PS3;Norte America;2009;0.19
Activision;Action;PS3;Bakugan: Battle Brawlers;PS3;Otros;2009;0.02
Activision;Action;Wii;Bakugan: Battle Brawlers;Wii;Europa;2009;0.03
Activision;Action;Wii;Bakugan: Battle Brawlers;Wii;Japon;2009;0
Activision;Action;Wii;Bakugan: Battle Brawlers;Wii;Norte America;2009;0.6
Activision;Action;Wii;Bakugan: Battle Brawlers;Wii;Otros;2009;0.05
Activision;Action;X360;Bakugan: Battle Brawlers;X360;Europa;2009;0.02
Activision;Action;X360;Bakugan: Battle Brawlers;X360;Japon;2009;0
Activision;Action;X360;Bakugan: Battle Brawlers;X360;Norte America;2009;0.2
Activision;Action;X360;Bakugan: Battle Brawlers;X360;Otros;2009;0.02
Activision;Action;DS;Bakugan: Battle Trainer;DS;Europa;2010;0
Activision;Action;DS;Bakugan: Battle Trainer;DS;Japon;2010;0
Activision;Action;DS;Bakugan: Battle Trainer;DS;Norte America;2010;0.12
Activision;Action;DS;Bakugan: Battle Trainer;DS;Otros;2010;0.01
Activision;Action;2600;Barnstorming;2600;Europa;1981;0.02
Activision;Action;2600;Barnstorming;2600;Japon;1981;0
Activision;Action;2600;Barnstorming;2600;Norte America;1981;0.4
Activision;Action;2600;Barnstorming;2600;Otros;1981;0
Activision;Action;DS;Bee Movie Game;DS;Europa;2007;0
Activision;Action;DS;Bee Movie Game;DS;Japon;2007;0
Activision;Action;DS;Bee Movie Game;DS;Norte America;2007;0.41
Activision;Action;DS;Bee Movie Game;DS;Otros;2007;0.03
Activision;Action;PS2;Bee Movie Game;PS2;Europa;2007;0.04
Activision;Action;PS2;Bee Movie Game;PS2;Japon;2007;0
Activision;Action;PS2;Bee Movie Game;PS2;Norte America;2007;0.05
Activision;Action;PS2;Bee Movie Game;PS2;Otros;2007;0.01
Activision;Action;Wii;Bee Movie Game;Wii;Europa;2007;0.01
Activision;Action;Wii;Bee Movie Game;Wii;Japon;2007;0
Activision;Action;Wii;Bee Movie Game;Wii;Norte America;2007;0.31
Activision;Action;Wii;Bee Movie Game;Wii;Otros;2007;0.03
Activision;Action;X360;Bee Movie Game;X360;Europa;2007;0
Activision;Action;X360;Bee Movie Game;X360;Japon;2007;0
Activision;Action;X360;Bee Movie Game;X360;Norte America;2007;0.16
Activision;Action;X360;Bee Movie Game;X360;Otros;2007;0.01
Activision;Action;GBA;Blackthorne;GBA;Europa;2003;0
Activision;Action;GBA;Blackthorne;GBA;Japon;2003;0
Activision;Action;GBA;Blackthorne;GBA;Norte America;2003;0.01
Activision;Action;GBA;Blackthorne;GBA;Otros;2003;0
Activision;Action;PS2;Blade II;PS2;Europa;2002;0.12
Activision;Action;PS2;Blade II;PS2;Japon;2002;0
Activision;Action;PS2;Blade II;PS2;Norte America;2002;0.15
Activision;Action;PS2;Blade II;PS2;Otros;2002;0.04
Activision;Action;XB;Blade II;XB;Europa;2002;0.03
Activision;Action;XB;Blade II;XB;Japon;2002;0
Activision;Action;XB;Blade II;XB;Norte America;2002;0.1
Activision;Action;XB;Blade II;XB;Otros;2002;0
Activision;Action;PSV;Call of Duty Black Ops: Declassified;PSV;Europa;2012;0.52
Activision;Action;PSV;Call of Duty Black Ops: Declassified;PSV;Japon;2012;0.07
Activision;Action;PSV;Call of Duty Black Ops: Declassified;PSV;Norte America;2012;0.8
Activision;Action;PSV;Call of Duty Black Ops: Declassified;PSV;Otros;2012;0.3
Activision;Action;DS;Chaotic: Shadow Warriors;DS;Europa;2009;0
Activision;Action;DS;Chaotic: Shadow Warriors;DS;Japon;2009;0
Activision;Action;DS;Chaotic: Shadow Warriors;DS;Norte America;2009;0.17
Activision;Action;DS;Chaotic: Shadow Warriors;DS;Otros;2009;0.01
Activision;Action;PS3;Chaotic: Shadow Warriors;PS3;Europa;2009;0
Activision;Action;PS3;Chaotic: Shadow Warriors;PS3;Japon;2009;0
Activision;Action;PS3;Chaotic: Shadow Warriors;PS3;Norte America;2009;0.15
Activision;Action;PS3;Chaotic: Shadow Warriors;PS3;Otros;2009;0.01
Activision;Action;Wii;Chaotic: Shadow Warriors;Wii;Europa;2009;0
Activision;Action;Wii;Chaotic: Shadow Warriors;Wii;Japon;2009;0
Activision;Action;Wii;Chaotic: Shadow Warriors;Wii;Norte America;2009;0.18
Activision;Action;Wii;Chaotic: Shadow Warriors;Wii;Otros;2009;0.01
Activision;Action;X360;Chaotic: Shadow Warriors;X360;Europa;2009;0
Activision;Action;X360;Chaotic: Shadow Warriors;X360;Japon;2009;0
Activision;Action;X360;Chaotic: Shadow Warriors;X360;Norte America;2009;0.14
Activision;Action;X360;Chaotic: Shadow Warriors;X360;Otros;2009;0.01
Activision;Action;2600;Commando;2600;Europa;1987;0.02
Activision;Action;2600;Commando;2600;Japon;1987;0
Activision;Action;2600;Commando;2600;Norte America;1987;0.44
Activision;Action;2600;Commando;2600;Otros;1987;0
Activision;Action;PS3;Deadpool;PS3;Europa;2013;0.17
Activision;Action;PS3;Deadpool;PS3;Japon;2013;0
Activision;Action;PS3;Deadpool;PS3;Norte America;2013;0.23
Activision;Action;PS3;Deadpool;PS3;Otros;2013;0.08
Activision;Action;PS4;Deadpool;PS4;Europa;2015;0.1
Activision;Action;PS4;Deadpool;PS4;Japon;2015;0
Activision;Action;PS4;Deadpool;PS4;Norte America;2015;0.13
Activision;Action;PS4;Deadpool;PS4;Otros;2015;0.05
Activision;Action;X360;Deadpool;X360;Europa;2013;0.16
Activision;Action;X360;Deadpool;X360;Japon;2013;0
Activision;Action;X360;Deadpool;X360;Norte America;2013;0.26
Activision;Action;X360;Deadpool;X360;Otros;2013;0.04
Activision;Action;XOne;Deadpool;XOne;Europa;2015;0.03
Activision;Action;XOne;Deadpool;XOne;Japon;2015;0
Activision;Action;XOne;Deadpool;XOne;Norte America;2015;0.08
Activision;Action;XOne;Deadpool;XOne;Otros;2015;0.01
Activision;Action;GBA;Disney's Tarzan: Return to the Jungle;GBA;Europa;2002;0.09
Activision;Action;GBA;Disney's Tarzan: Return to the Jungle;GBA;Japon;2002;0
Activision;Action;GBA;Disney's Tarzan: Return to the Jungle;GBA;Norte America;2002;0.25
Activision;Action;GBA;Disney's Tarzan: Return to the Jungle;GBA;Otros;2002;0.01
Activision;Action;PS;Disney's The Lion King: Simba's Mighty Adventure;PS;Europa;2000;0.06
Activision;Action;PS;Disney's The Lion King: Simba's Mighty Adventure;PS;Japon;2000;0
Activision;Action;PS;Disney's The Lion King: Simba's Mighty Adventure;PS;Norte America;2000;0.08
Activision;Action;PS;Disney's The Lion King: Simba's Mighty Adventure;PS;Otros;2000;0.01
Activision;Action;2600;Dolphin;2600;Europa;1983;0.02
Activision;Action;2600;Dolphin;2600;Japon;1983;0
Activision;Action;2600;Dolphin;2600;Norte America;1983;0.27
Activision;Action;2600;Dolphin;2600;Otros;1983;0
Activision;Action;2600;Double Dragon;2600;Europa;1989;0.02
Activision;Action;2600;Double Dragon;2600;Japon;1989;0
Activision;Action;2600;Double Dragon;2600;Norte America;1989;0.45
Activision;Action;2600;Double Dragon;2600;Otros;1989;0.01
Activision;Action;PS3;Family Guy: Back to the Multiverse;PS3;Europa;2012;0.12
Activision;Action;PS3;Family Guy: Back to the Multiverse;PS3;Japon;2012;0
Activision;Action;PS3;Family Guy: Back to the Multiverse;PS3;Norte America;2012;0.12
Activision;Action;PS3;Family Guy: Back to the Multiverse;PS3;Otros;2012;0.05
Activision;Action;X360;Family Guy: Back to the Multiverse;X360;Europa;2012;0.09
Activision;Action;X360;Family Guy: Back to the Multiverse;X360;Japon;2012;0
Activision;Action;X360;Family Guy: Back to the Multiverse;X360;Norte America;2012;0.14
Activision;Action;X360;Family Guy: Back to the Multiverse;X360;Otros;2012;0.02
Activision;Action;GC;Fantastic 4;GC;Europa;2005;0.05
Activision;Action;GC;Fantastic 4;GC;Japon;2005;0
Activision;Action;GC;Fantastic 4;GC;Norte America;2005;0.19
Activision;Action;GC;Fantastic 4;GC;Otros;2005;0.01
Activision;Action;PS2;Fantastic 4;PS2;Europa;2005;0.01
Activision;Action;PS2;Fantastic 4;PS2;Japon;2005;0
Activision;Action;PS2;Fantastic 4;PS2;Norte America;2005;0.41
Activision;Action;PS2;Fantastic 4;PS2;Otros;2005;0.07
Activision;Action;XB;Fantastic 4;XB;Europa;2005;0.06
Activision;Action;XB;Fantastic 4;XB;Japon;2005;0
Activision;Action;XB;Fantastic 4;XB;Norte America;2005;0.2
Activision;Action;XB;Fantastic 4;XB;Otros;2005;0.01
Activision;Action;GBA;Fantastic 4: Flame On;GBA;Europa;2005;0.08
Activision;Action;GBA;Fantastic 4: Flame On;GBA;Japon;2005;0
Activision;Action;GBA;Fantastic 4: Flame On;GBA;Norte America;2005;0.2
Activision;Action;GBA;Fantastic 4: Flame On;GBA;Otros;2005;0.01
Activision;Action;PS3;Fast & Furious: Showdown;PS3;Europa;2013;0.03
Activision;Action;PS3;Fast & Furious: Showdown;PS3;Japon;2013;0
Activision;Action;PS3;Fast & Furious: Showdown;PS3;Norte America;2013;0
Activision;Action;PS3;Fast & Furious: Showdown;PS3;Otros;2013;0
Activision;Action;X360;Fast & Furious: Showdown;X360;Europa;2013;0.04
Activision;Action;X360;Fast & Furious: Showdown;X360;Japon;2013;0
Activision;Action;X360;Fast & Furious: Showdown;X360;Norte America;2013;0
Activision;Action;X360;Fast & Furious: Showdown;X360;Otros;2013;0
Activision;Action;2600;Freeway;2600;Europa;1980;0.02
Activision;Action;2600;Freeway;2600;Japon;1980;0
Activision;Action;2600;Freeway;2600;Norte America;1980;0.32
Activision;Action;2600;Freeway;2600;Otros;1980;0
Activision;Action;2600;Frostbite;2600;Europa;1983;0.02
Activision;Action;2600;Frostbite;2600;Japon;1983;0
Activision;Action;2600;Frostbite;2600;Norte America;1983;0.32
Activision;Action;2600;Frostbite;2600;Otros;1983;0
Activision;Action;3DS;Generator Rex: Agent of Providence;3DS;Europa;2011;0.02
Activision;Action;3DS;Generator Rex: Agent of Providence;3DS;Japon;2011;0
Activision;Action;3DS;Generator Rex: Agent of Providence;3DS;Norte America;2011;0.07
Activision;Action;3DS;Generator Rex: Agent of Providence;3DS;Otros;2011;0.01
Activision;Action;DS;Generator Rex: Agent of Providence;DS;Europa;2011;0.01
Activision;Action;DS;Generator Rex: Agent of Providence;DS;Japon;2011;0
Activision;Action;DS;Generator Rex: Agent of Providence;DS;Norte America;2011;0.05
Activision;Action;DS;Generator Rex: Agent of Providence;DS;Otros;2011;0.01
Activision;Action;PS3;Generator Rex: Agent of Providence;PS3;Europa;2011;0.01
Activision;Action;PS3;Generator Rex: Agent of Providence;PS3;Japon;2011;0
Activision;Action;PS3;Generator Rex: Agent of Providence;PS3;Norte America;2011;0.05
Activision;Action;PS3;Generator Rex: Agent of Providence;PS3;Otros;2011;0.01
Activision;Action;Wii;Generator Rex: Agent of Providence;Wii;Europa;2011;0.01
Activision;Action;Wii;Generator Rex: Agent of Providence;Wii;Japon;2011;0
Activision;Action;Wii;Generator Rex: Agent of Providence;Wii;Norte America;2011;0.07
Activision;Action;Wii;Generator Rex: Agent of Providence;Wii;Otros;2011;0.01
Activision;Action;X360;Generator Rex: Agent of Providence;X360;Europa;2011;0.01
Activision;Action;X360;Generator Rex: Agent of Providence;X360;Japon;2011;0
Activision;Action;X360;Generator Rex: Agent of Providence;X360;Norte America;2011;0.05
Activision;Action;X360;Generator Rex: Agent of Providence;X360;Otros;2011;0
Activision;Action;PS4;Ghostbusters (2016);PS4;Europa;2016;0
Activision;Action;PS4;Ghostbusters (2016);PS4;Japon;2016;0
Activision;Action;PS4;Ghostbusters (2016);PS4;Norte America;2016;0.02
Activision;Action;PS4;Ghostbusters (2016);PS4;Otros;2016;0.01
Activision;Action;XOne;Ghostbusters (2016);XOne;Europa;2016;0
Activision;Action;XOne;Ghostbusters (2016);XOne;Japon;2016;0
Activision;Action;XOne;Ghostbusters (2016);XOne;Norte America;2016;0.02
Activision;Action;XOne;Ghostbusters (2016);XOne;Otros;2016;0
Activision;Action;DS;GoldenEye 007 (2010);DS;Europa;2010;0.03
Activision;Action;DS;GoldenEye 007 (2010);DS;Japon;2010;0
Activision;Action;DS;GoldenEye 007 (2010);DS;Norte America;2010;0.11
Activision;Action;DS;GoldenEye 007 (2010);DS;Otros;2010;0.01
Activision;Action;Wii;GoldenEye 007 (2010);Wii;Europa;2010;0.71
Activision;Action;Wii;GoldenEye 007 (2010);Wii;Japon;2010;0.13
Activision;Action;Wii;GoldenEye 007 (2010);Wii;Norte America;2010;0.85
Activision;Action;Wii;GoldenEye 007 (2010);Wii;Otros;2010;0.16
Activision;Action;PSP;Gun Showdown;PSP;Europa;2006;0.01
Activision;Action;PSP;Gun Showdown;PSP;Japon;2006;0
Activision;Action;PSP;Gun Showdown;PSP;Norte America;2006;0.05
Activision;Action;PSP;Gun Showdown;PSP;Otros;2006;0.01
Activision;Action;PSP;Hot Wheels Ultimate Racing;PSP;Europa;2007;0
Activision;Action;PSP;Hot Wheels Ultimate Racing;PSP;Japon;2007;0
Activision;Action;PSP;Hot Wheels Ultimate Racing;PSP;Norte America;2007;0.09
Activision;Action;PSP;Hot Wheels Ultimate Racing;PSP;Otros;2007;0.01
Activision;Action;DS;How to Train Your Dragon;DS;Europa;2010;0.17
Activision;Action;DS;How to Train Your Dragon;DS;Japon;2010;0
Activision;Action;DS;How to Train Your Dragon;DS;Norte America;2010;0.32
Activision;Action;DS;How to Train Your Dragon;DS;Otros;2010;0.05
Activision;Action;PS3;How to Train Your Dragon;PS3;Europa;2010;0.04
Activision;Action;PS3;How to Train Your Dragon;PS3;Japon;2010;0
Activision;Action;PS3;How to Train Your Dragon;PS3;Norte America;2010;0.12
Activision;Action;PS3;How to Train Your Dragon;PS3;Otros;2010;0.02
Activision;Action;Wii;How to Train Your Dragon;Wii;Europa;2010;0.15
Activision;Action;Wii;How to Train Your Dragon;Wii;Japon;2010;0
Activision;Action;Wii;How to Train Your Dragon;Wii;Norte America;2010;0.24
Activision;Action;Wii;How to Train Your Dragon;Wii;Otros;2010;0.04
Activision;Action;X360;How to Train Your Dragon;X360;Europa;2010;0.02
Activision;Action;X360;How to Train Your Dragon;X360;Japon;2010;0
Activision;Action;X360;How to Train Your Dragon;X360;Norte America;2010;0.11
Activision;Action;X360;How to Train Your Dragon;X360;Otros;2010;0.01
Activision;Action;DS;Ice Age: Dawn of the Dinosaurs;DS;Europa;2009;0.15
Activision;Action;DS;Ice Age: Dawn of the Dinosaurs;DS;Japon;2009;0
Activision;Action;DS;Ice Age: Dawn of the Dinosaurs;DS;Norte America;2009;0.2
Activision;Action;DS;Ice Age: Dawn of the Dinosaurs;DS;Otros;2009;0.04
Activision;Action;PC;Ice Age: Dawn of the Dinosaurs;PC;Europa;2009;0
Activision;Action;PC;Ice Age: Dawn of the Dinosaurs;PC;Japon;2009;0
Activision;Action;PC;Ice Age: Dawn of the Dinosaurs;PC;Norte America;2009;0.02
Activision;Action;PC;Ice Age: Dawn of the Dinosaurs;PC;Otros;2009;0
Activision;Action;PS2;Ice Age: Dawn of the Dinosaurs;PS2;Europa;2009;0.07
Activision;Action;PS2;Ice Age: Dawn of the Dinosaurs;PS2;Japon;2009;0
Activision;Action;PS2;Ice Age: Dawn of the Dinosaurs;PS2;Norte America;2009;0.08
Activision;Action;PS2;Ice Age: Dawn of the Dinosaurs;PS2;Otros;2009;0.02
Activision;Action;PS3;Ice Age: Dawn of the Dinosaurs;PS3;Europa;2009;0.04
Activision;Action;PS3;Ice Age: Dawn of the Dinosaurs;PS3;Japon;2009;0
Activision;Action;PS3;Ice Age: Dawn of the Dinosaurs;PS3;Norte America;2009;0.13
Activision;Action;PS3;Ice Age: Dawn of the Dinosaurs;PS3;Otros;2009;0.02
Activision;Action;Wii;Ice Age: Dawn of the Dinosaurs;Wii;Europa;2009;0.14
Activision;Action;Wii;Ice Age: Dawn of the Dinosaurs;Wii;Japon;2009;0
Activision;Action;Wii;Ice Age: Dawn of the Dinosaurs;Wii;Norte America;2009;0.11
Activision;Action;Wii;Ice Age: Dawn of the Dinosaurs;Wii;Otros;2009;0.03
Activision;Action;X360;Ice Age: Dawn of the Dinosaurs;X360;Europa;2009;0.03
Activision;Action;X360;Ice Age: Dawn of the Dinosaurs;X360;Japon;2009;0
Activision;Action;X360;Ice Age: Dawn of the Dinosaurs;X360;Norte America;2009;0.09
Activision;Action;X360;Ice Age: Dawn of the Dinosaurs;X360;Otros;2009;0.01
Activision;Action;DS;Indiana Jones and the Staff of Kings;DS;Europa;2009;0.07
Activision;Action;DS;Indiana Jones and the Staff of Kings;DS;Japon;2009;0
Activision;Action;DS;Indiana Jones and the Staff of Kings;DS;Norte America;2009;0.17
Activision;Action;DS;Indiana Jones and the Staff of Kings;DS;Otros;2009;0.02
Activision;Action;PS2;Indiana Jones and the Staff of Kings;PS2;Europa;2009;0.01
Activision;Action;PS2;Indiana Jones and the Staff of Kings;PS2;Japon;2009;0
Activision;Action;PS2;Indiana Jones and the Staff of Kings;PS2;Norte America;2009;0.11
Activision;Action;PS2;Indiana Jones and the Staff of Kings;PS2;Otros;2009;0.16
Activision;Action;PSP;Indiana Jones and the Staff of Kings;PSP;Europa;2009;0.1
Activision;Action;PSP;Indiana Jones and the Staff of Kings;PSP;Japon;2009;0
Activision;Action;PSP;Indiana Jones and the Staff of Kings;PSP;Norte America;2009;0.11
Activision;Action;PSP;Indiana Jones and the Staff of Kings;PSP;Otros;2009;0.06
Activision;Action;Wii;Indiana Jones and the Staff of Kings;Wii;Europa;2009;0.3
Activision;Action;Wii;Indiana Jones and the Staff of Kings;Wii;Japon;2009;0
Activision;Action;Wii;Indiana Jones and the Staff of Kings;Wii;Norte America;2009;0.36
Activision;Action;Wii;Indiana Jones and the Staff of Kings;Wii;Otros;2009;0.08
Activision;Action;GBA;Jackie Chan Adventures: Legend of the Dark Hand;GBA;Europa;2001;0.05
Activision;Action;GBA;Jackie Chan Adventures: Legend of the Dark Hand;GBA;Japon;2001;0
Activision;Action;GBA;Jackie Chan Adventures: Legend of the Dark Hand;GBA;Norte America;2001;0.13
Activision;Action;GBA;Jackie Chan Adventures: Legend of the Dark Hand;GBA;Otros;2001;0
Activision;Action;2600;Keystone Kapers;2600;Europa;1982;0.04
Activision;Action;2600;Keystone Kapers;2600;Japon;1982;0
Activision;Action;2600;Keystone Kapers;2600;Norte America;1982;0.62
Activision;Action;2600;Keystone Kapers;2600;Otros;1982;0.01
Activision;Action;DS;Kung Fu Panda;DS;Europa;2008;0.57
Activision;Action;DS;Kung Fu Panda;DS;Japon;2008;0
Activision;Action;DS;Kung Fu Panda;DS;Norte America;2008;0.56
Activision;Action;DS;Kung Fu Panda;DS;Otros;2008;0.14
Activision;Action;PC;Kung Fu Panda;PC;Europa;2008;0.02
Activision;Action;PC;Kung Fu Panda;PC;Japon;2008;0
Activision;Action;PC;Kung Fu Panda;PC;Norte America;2008;0
Activision;Action;PC;Kung Fu Panda;PC;Otros;2008;0
Activision;Action;PS2;Kung Fu Panda;PS2;Europa;2008;0
Activision;Action;PS2;Kung Fu Panda;PS2;Japon;2008;0
Activision;Action;PS2;Kung Fu Panda;PS2;Norte America;2008;0.24
Activision;Action;PS2;Kung Fu Panda;PS2;Otros;2008;0.41
Activision;Action;PS3;Kung Fu Panda;PS3;Europa;2008;0.21
Activision;Action;PS3;Kung Fu Panda;PS3;Japon;2008;0
Activision;Action;PS3;Kung Fu Panda;PS3;Norte America;2008;0.21
Activision;Action;PS3;Kung Fu Panda;PS3;Otros;2008;0.09
Activision;Action;Wii;Kung Fu Panda;Wii;Europa;2008;0.32
Activision;Action;Wii;Kung Fu Panda;Wii;Japon;2008;0
Activision;Action;Wii;Kung Fu Panda;Wii;Norte America;2008;0.5
Activision;Action;Wii;Kung Fu Panda;Wii;Otros;2008;0.09
Activision;Action;X360;Kung Fu Panda;X360;Europa;2008;0.84
Activision;Action;X360;Kung Fu Panda;X360;Japon;2008;0
Activision;Action;X360;Kung Fu Panda;X360;Norte America;2008;1.91
Activision;Action;X360;Kung Fu Panda;X360;Otros;2008;0.29
Activision;Action;DS;Kung Fu Panda: Legendary Warriors;DS;Europa;2008;0
Activision;Action;DS;Kung Fu Panda: Legendary Warriors;DS;Japon;2008;0
Activision;Action;DS;Kung Fu Panda: Legendary Warriors;DS;Norte America;2008;0.02
Activision;Action;DS;Kung Fu Panda: Legendary Warriors;DS;Otros;2008;0
Activision;Action;Wii;Kung Fu Panda: Legendary Warriors;Wii;Europa;2008;0
Activision;Action;Wii;Kung Fu Panda: Legendary Warriors;Wii;Japon;2008;0
Activision;Action;Wii;Kung Fu Panda: Legendary Warriors;Wii;Norte America;2008;0.07
Activision;Action;Wii;Kung Fu Panda: Legendary Warriors;Wii;Otros;2008;0
Activision;Action;DS;Kung Zhu;DS;Europa;2010;0
Activision;Action;DS;Kung Zhu;DS;Japon;2010;0
Activision;Action;DS;Kung Zhu;DS;Norte America;2010;0.26
Activision;Action;DS;Kung Zhu;DS;Otros;2010;0.02
Activision;Action;2600;Kung-Fu Master;2600;Europa;1987;0.04
Activision;Action;2600;Kung-Fu Master;2600;Japon;1987;0
Activision;Action;2600;Kung-Fu Master;2600;Norte America;1987;0.6
Activision;Action;2600;Kung-Fu Master;2600;Otros;1987;0.01
Activision;Action;2600;Laser Blast;2600;Europa;1981;0.02
Activision;Action;2600;Laser Blast;2600;Japon;1981;0
Activision;Action;2600;Laser Blast;2600;Norte America;1981;0.37
Activision;Action;2600;Laser Blast;2600;Otros;1981;0
Activision;Action;DS;LEGO Indiana Jones 2: The Adventure Continues;DS;Europa;2009;0.43
Activision;Action;DS;LEGO Indiana Jones 2: The Adventure Continues;DS;Japon;2009;0
Activision;Action;DS;LEGO Indiana Jones 2: The Adventure Continues;DS;Norte America;2009;0.66
